index,POI
"(3, 12)","酒店宾馆:经济型酒店,房产小区:商务楼宇,房产小区:商务楼宇,房产小区:商务楼宇,地名地址:行政地名,房产小区:商务楼宇,房产小区:商务楼宇,美食:中餐厅:粤菜,房产小区:商务楼宇,房产小区:产业园区,美食:中餐厅:西北菜,酒店宾馆:经济型酒店,公司企业:公司企业,房产小区:产业园区,房产小区:商务楼宇,房产小区:住宅区:住宅小区,汽车:摩托车:销售,房产小区:商务楼宇,购物:体育户外,汽车:摩托车:维修"
"(2, 13)","酒店宾馆:经济型酒店,房产小区:商务楼宇,房产小区:商务楼宇,房产小区:商务楼宇,地名地址:行政地名,房产小区:商务楼宇,房产小区:商务楼宇,美食:中餐厅:粤菜,房产小区:商务楼宇,房产小区:产业园区,美食:中餐厅:西北菜,酒店宾馆:经济型酒店,公司企业:公司企业,房产小区:产业园区,房产小区:商务楼宇,房产小区:住宅区:住宅小区,汽车:摩托车:销售,房产小区:商务楼宇,购物:体育户外,汽车:摩托车:维修"
"(4, 12)","美食:中餐厅:安徽菜,房产小区:商务楼宇,购物:综合商场:购物中心,房产小区:住宅区:住宅小区,娱乐休闲:洗浴推拿足疗:足疗,房产小区:商务楼宇,购物:花鸟鱼虫,房产小区:商务楼宇,房产小区:住宅区:住宅小区,酒店宾馆:星级酒店,房产小区:住宅区:住宅小区,娱乐休闲:电影院,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:中介机构,美食:中餐厅:东北菜,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:产业园区,娱乐休闲:咖啡厅"
"(6, 18)",None
"(6, 19)","基础设施:交通设施:地铁站,房产小区:商务楼宇,美食:烧烤,房产小区:住宅区:住宅小区,汽车:汽车销售,购物:便利店,房产小区:住宅区:其它住宅区,教育学校:职业技术学校,购物:其它购物,地名地址:行政地名,生活服务:其它生活服务,房产小区:住宅区:住宅小区,公司企业:公司企业,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:火锅,房产小区:商务楼宇,酒店宾馆:经济型酒店,教育学校:职业技术学校,购物:综合商场"
"(5, 18)",教育学校:大学
"(5, 19)",None
"(7, 19)","酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:中餐厅:川菜,机构团体:公检法机构,房产小区:住宅区:宿舍,房产小区:商务楼宇,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,购物:文化用品,购物:综合商场:购物中心,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:清真,房产小区:住宅区:住宅小区,地名地址:热点区域:行政类,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,美食:小吃快餐"
"(6, 20)","地名地址:行政地名,娱乐休闲:洗浴推拿足疗:推拿,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:汽车销售,旅游景点:公园,美食:清真,美食:中餐厅:酒楼,购物:综合商场:购物中心,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:二手车交易市场,汽车:汽车销售,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,娱乐休闲:亲子"
"(4, 16)","购物:综合商场:购物中心,购物:综合商场,娱乐休闲:酒吧,房产小区:商务楼宇,购物:综合商场:购物中心,生活服务:美容美发:美甲,美食:其它美食,旅游景点:省级景点,购物:烟酒专卖,娱乐休闲:酒吧,娱乐休闲:KTV,美食:火锅,美食:小吃快餐,美食:冷饮店,美食:中餐厅:西北菜,房产小区:商务楼宇,娱乐休闲:KTV,购物:综合商场,娱乐休闲:KTV,房产小区:商务楼宇"
"(4, 15)","机构团体:政府机关,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,地名地址:行政地名,购物:家具家居建材:家具家居,美食:中餐厅:川菜,地名地址:行政地名,公司企业:公司企业,房产小区:住宅区:住宅小区,公司企业:公司企业,运动健身:台球馆,教育学校:大学,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,购物:家具家居建材,教育学校:中学,公司企业:企业/工厂,酒店宾馆:酒店宾馆,购物:超市,生活服务:招聘求职"
"(2, 15)",医疗保健:综合医院
"(6, 17)","医疗保健:医疗保健附属,医疗保健:综合医院,基础设施:交通设施:地铁站,酒店宾馆:经济型酒店,美食:小吃快餐,美食:小吃快餐,酒店宾馆:酒店宾馆,房产小区:住宅区:其它住宅区,房产小区:商务楼宇,美食:小吃快餐,美食:中餐厅:川菜,美食:小吃快餐,美食:中餐厅:川菜,购物:烟酒专卖,美食:小吃快餐,酒店宾馆:酒店宾馆,美食:小吃快餐,房产小区:商务楼宇,购物:综合商场,生活服务:摄影冲印"
"(7, 13)",房产小区:住宅区:住宅小区
"(6, 13)",None
"(6, 10)","房产小区:住宅区:住宅小区,公司企业:公司企业,基础设施:交通设施:公交车站,酒店宾馆:酒店宾馆附属,购物:农贸市场,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:房产小区附属,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:商务楼宇,机构团体:政府机关,房产小区:住宅区:住宅小区,汽车:加油站:其它加油站,房产小区:产业园区,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆,公司企业:公司企业,酒店宾馆:酒店宾馆"
"(6, 11)","美食:中餐厅:其它中餐厅,购物:家具家居建材:建材,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,公司企业:公司企业,地名地址:行政地名,教育学校:幼儿园,房产小区:住宅区:住宅小区,公司企业:公司企业,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:加油站:加气站,房产小区:住宅区:住宅小区,地名地址:道路名,生活服务:其它生活服务,公司企业:公司企业,基础设施:交通设施:公交车站,购物:便利店,酒店宾馆:酒店宾馆"
"(16, 5)",None
"(15, 4)","公司企业:公司企业,基础设施:道路附属:路口,酒店宾馆:酒店宾馆,基础设施:交通设施:公交车站,公司企业:公司企业,基础设施:交通设施:公交车站,基础设施:交通设施:公交车站,房产小区:商务楼宇,公司企业:公司企业,公司企业:公司企业,基础设施:交通设施:公交车站,基础设施:交通设施:公交车站,房产小区:产业园区,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,地名地址:行政地名,酒店宾馆:酒店宾馆,基础设施:道路附属:路口,基础设施:道路附属:路口"
"(14, 6)","地名地址:行政地名,地名地址:行政地名,基础设施:道路附属:路口,地名地址:行政地名,地名地址:行政地名,购物:烟酒专卖,地名地址:道路名"
"(7, 17)",None
"(6, 14)","美食:火锅,地名地址:热点区域:商圈类,房产小区:商务楼宇,房产小区:住宅区:住宅小区,购物:综合商场,教育学校:教育学校附属,房产小区:住宅区:住宅小区,美食:中餐厅:北京菜,房产小区:住宅区:别墅,娱乐休闲:KTV,酒店宾馆:酒店宾馆,房产小区:商务楼宇,房产小区:住宅区:住宅小区,美食:小吃快餐,美食:火锅,美食:烧烤,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,银行金融:银行"
"(6, 12)","美食:海鲜,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,娱乐休闲:KTV,医疗保健:综合医院,房产小区:住宅区:住宅小区,美食:中餐厅:西北菜,美食:火锅,娱乐休闲:洗浴推拿足疗:足疗,汽车:汽车配件销售,酒店宾馆:酒店宾馆,美食:小吃快餐,房产小区:住宅区:住宅小区,美食:火锅,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,房产小区:商务楼宇,生活服务:装修,酒店宾馆:经济型酒店"
"(4, 10)",教育学校:职业技术学校
"(3, 10)","房产小区:产业园区,公司企业:公司企业,房产小区:房产小区附属,公司企业:公司企业,公司企业:公司企业,房产小区:房产小区附属,房产小区:产业园区,房产小区:房产小区附属,房产小区:房产小区附属,地名地址:行政地名,地名地址:道路名,房产小区:产业园区,房产小区:房产小区附属,房产小区:商务楼宇,房产小区:产业园区,房产小区:产业园区,公司企业:公司企业,教育学校:培训,酒店宾馆:酒店宾馆,公司企业:公司企业"
"(9, 23)","旅游景点:国家级景点,房产小区:住宅区:住宅小区,旅游景点:风景名胜,房产小区:产业园区,美食:中餐厅:其它中餐厅,公司企业:公司企业,汽车:汽车配件销售,美食:小吃快餐,房产小区:住宅区:住宅小区,美食:中餐厅:酒楼,地名地址:行政地名,房产小区:房产小区附属,地名地址:行政地名,酒店宾馆:酒店宾馆,教育学校:职业技术学校,美食:小吃快餐,基础设施:交通设施:公交车站,教育学校:幼儿园,购物:综合商场,房产小区:住宅区:住宅小区"
"(12, 28)","房产小区:住宅区:住宅小区,地名地址:行政地名,酒店宾馆:酒店宾馆,公司企业:公司企业,基础设施:交通设施:公交车站,医疗保健:卫生院,基础设施:交通设施:公交车站,购物:农贸市场,购物:农贸市场,购物:家具家居建材:五金用品,地名地址:道路名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,机构团体:政府机关,基础设施:道路附属:路口,购物:农贸市场,购物:家具家居建材:五金用品,公司企业:公司企业,生活服务:其它生活服务,机构团体:政府机关"
"(12, 29)","教育学校:大学,旅游景点:其它旅游景点,房产小区:住宅区:住宅小区,酒店宾馆:星级酒店,基础设施:交通设施:地铁站,旅游景点:城市广场,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,教育学校:教育学校附属,购物:综合商场:购物中心,美食:中餐厅:西北菜,文化场馆:图书馆,房产小区:住宅区:住宅小区,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,文化场馆:展览馆,机构团体:政府机关"
"(13, 30)",酒店宾馆:星级酒店
"(13, 32)","教育学校:中学,汽车:其它汽车,汽车:汽车维修,酒店宾馆:酒店宾馆,公司企业:公司企业,文化场馆:展览馆,运动健身:综合体育场馆,房产小区:住宅区:住宅小区,汽车:汽车销售,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:产业园区,房产小区:住宅区:宿舍,汽车:车辆管理机构,教育学校:中学,公司企业:公司企业,公司企业:公司企业,房产小区:住宅区:住宅小区,公司企业:公司企业,酒店宾馆:酒店宾馆"
"(10, 25)","娱乐休闲:其它娱乐休闲,地名地址:行政地名,地名地址:热点区域:商圈类,地名地址:行政地名,地名地址:行政地名,生活服务:家政:其它家政,公司企业:企业/工厂,教育学校:幼儿园,公司企业:公司企业,银行金融:银行,汽车:汽车配件销售,购物:烟酒专卖,购物:烟酒专卖,购物:便利店,购物:便利店,医疗保健:其它医疗保健,汽车:加油站:中石化,汽车:驾校,汽车:二手车交易市场,公司企业:企业/工厂"
"(8, 20)","地名地址:行政地名,公司企业:公司企业,公司企业:公司企业,医疗保健:综合医院,购物:其它购物,旅游景点:公园,医疗保健:综合医院,娱乐休闲:其它娱乐休闲,美食:中餐厅:西北菜,房产小区:住宅区:住宅小区,医疗保健:诊所,美食:中餐厅:川菜,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,美食:中餐厅:川菜,教育学校:培训,教育学校:职业技术学校,教育学校:培训,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆"
"(13, 31)","基础设施:交通设施:火车站,房产小区:住宅区:住宅小区,地名地址:热点区域:商圈类,医疗保健:专科医院:眼科,机构团体:科研机构,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,教育学校:其它教育学校,医疗保健:社区医院,美食:冷饮店,教育学校:中学,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,医疗保健:卫生院,机构团体:政府机关,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业"
"(12, 31)","美食:中餐厅:新疆菜,旅游景点:教堂,美食:烧烤,地名地址:行政地名,医疗保健:其它医疗保健,美食:烧烤,旅游景点:国家级景点,购物:家具家居建材:建材,机构团体:政府机关,机构团体:政府机关,房产小区:住宅区:住宅小区,购物:综合商场:购物中心,文化场馆:文化宫,教育学校:中学,机构团体:政府机关,美食:火锅,酒店宾馆:酒店宾馆,旅游景点:风景名胜,购物:花鸟鱼虫,教育学校:培训"
"(7, 14)",房产小区:住宅区:住宅小区
"(7, 15)","房产小区:住宅区:住宅小区,教育学校:职业技术学校,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:面包甜点,地名地址:热点区域:商圈类,房产小区:商务楼宇,旅游景点:国家级景点,旅游景点:寺庙道观,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:清真,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,医疗保健:专科医院:齿科,房产小区:其它房产小区,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,公司企业:公司企业,酒店宾馆:酒店宾馆"
"(2, 11)",机构团体:科研机构
"(8, 7)","地名地址:行政地名,购物:其它购物,地名地址:行政地名,美食:中餐厅:西北菜,教育学校:小学,公司企业:公司企业,基础设施:道路附属:路口,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,购物:家具家居建材:五金用品,公司企业:企业/工厂,地名地址:行政地名,地名地址:道路名,基础设施:道路附属:路口"
"(9, 7)",房产小区:住宅区:住宅小区
"(11, 9)",房产小区:产业园区
"(12, 16)","基础设施:交通设施:火车站,公司企业:公司企业,酒店宾馆:经济型酒店,基础设施:交通设施:公交车站,房产小区:住宅区:住宅小区,地名地址:行政地名,汽车:加油站:充电站,公司企业:公司企业,汽车:加油站:其它加油站,汽车:加油站:其它加油站,房产小区:住宅区:住宅小区,基础设施:火车站附属,房产小区:商务楼宇,基础设施:火车站附属:进站口,房产小区:住宅区:住宅小区,机构团体:公检法机构,基础设施:道路附属:桥,公司企业:公司企业,机构团体:公检法机构,酒店宾馆:酒店宾馆"
"(16, 17)","购物:家具家居建材:五金用品,房产小区:住宅区:住宅小区,购物:家具家居建材:建材,购物:家具家居建材:建材,公司企业:其它公司企业,地名地址:行政地名,生活服务:其它生活服务,购物:家具家居建材:建材,购物:家具家居建材:建材,地名地址:行政地名,地名地址:行政地名,教育学校:小学,公司企业:公司企业,地名地址:行政地名,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,购物:家具家居建材:建材"
"(11, 11)","生活服务:邮局速递:物流仓储场地,公司企业:企业/工厂,生活服务:邮局速递:物流仓储场地,生活服务:邮局速递:物流公司,生活服务:邮局速递:速递,生活服务:邮局速递:速递,生活服务:邮局速递:物流公司,生活服务:邮局速递:物流公司,生活服务:邮局速递:速递,生活服务:邮局速递:物流公司,基础设施:道路附属:服务区,生活服务:邮局速递:物流公司,基础设施:道路附属:桥,生活服务:邮局速递:物流公司,公司企业:公司企业,生活服务:邮局速递:物流仓储场地,购物:家具家居建材:建材,生活服务:邮局速递:物流公司,生活服务:邮局速递:物流公司,酒店宾馆:酒店宾馆"
"(11, 10)",None
"(2, 16)",房产小区:住宅区:住宅小区
"(2, 18)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,医疗保健:其它医疗保健,房产小区:住宅区:住宅小区,教育学校:小学,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,美食:小吃快餐,基础设施:道路附属:路口,房产小区:住宅区:住宅小区,汽车:加油站:其它加油站,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,旅游景点:公园,房产小区:住宅区:住宅小区,购物:综合商场,基础设施:交通设施:公交车站,公司企业:公司企业"
"(2, 19)",房产小区:产业园区
"(7, 16)","旅游景点:风景名胜,基础设施:交通设施:地铁站,房产小区:商务楼宇,美食:中餐厅:其它中餐厅,酒店宾馆:酒店宾馆,购物:综合商场,购物:服饰鞋包:服装,酒店宾馆:酒店宾馆,房产小区:住宅区:其它住宅区,购物:数码家电,美食:中餐厅:西北菜,美食:冷饮店,酒店宾馆:酒店宾馆,娱乐休闲:咖啡厅,酒店宾馆:青年旅社,购物:服饰鞋包:服装,房产小区:商务楼宇,购物:数码家电,房产小区:商务楼宇,购物:数码家电"
"(9, 16)",房产小区:商务楼宇
"(11, 15)",None
"(8, 14)",None
"(9, 14)",旅游景点:国家级景点
"(9, 15)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,教育学校:中学,娱乐休闲:洗浴推拿足疗,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:经济型酒店,房产小区:住宅区:住宅小区,购物:超市,购物:超市,房产小区:住宅区:住宅小区,娱乐休闲:KTV,娱乐休闲:游戏棋牌:棋牌室,汽车:汽车销售,教育学校:中学,酒店宾馆:经济型酒店,美食:冷饮店,购物:综合商场,教育学校:中学,公司企业:公司企业"
"(12, 12)",None
"(12, 11)",None
"(1, 11)",None
"(13, 8)",None
"(9, 10)",None
"(8, 10)",None
"(7, 10)",None
"(12, 9)",None
"(4, 4)",None
"(6, 7)",None
"(6, 8)",None
"(7, 8)",教育学校:大学
"(3, 11)",机构团体:科研机构
"(4, 14)","房产小区:商务楼宇,房产小区:商务楼宇,公司企业:公司企业,房产小区:产业园区,公司企业:公司企业,生活服务:装修,房产小区:住宅区:住宅小区,美食:小吃快餐,机构团体:科研机构,房产小区:住宅区:住宅小区,生活服务:邮局速递:物流公司,公司企业:公司企业,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,娱乐休闲:茶馆,房产小区:商务楼宇,公司企业:公司企业,生活服务:招聘求职,房产小区:商务楼宇,公司企业:公司企业"
"(12, 22)",None
"(11, 22)",None
"(8, 0)",None
"(9, 6)",None
"(7, 12)",None
"(10, 5)","教育学校:大学,房产小区:住宅区:住宅小区,旅游景点:公园,生活服务:家政:月嫂保姆,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,文化场馆:图书馆,房产小区:住宅区:住宅小区,教育学校:教育学校附属,公司企业:公司企业,地名地址:行政地名,购物:农贸市场,运动健身:综合体育场馆,文化场馆:博物馆,房产小区:住宅区:住宅小区,教育学校:教育学校附属,文化场馆:博物馆,运动健身:综合体育场馆,机构团体:社会团体"
"(9, 3)",房产小区:住宅区:住宅小区
"(9, 2)","旅游景点:其它旅游景点,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,旅游景点:国家级景点,美食:小吃快餐,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,娱乐休闲:酒吧,机构团体:科研机构,地名地址:行政地名,地名地址:行政地名,旅游景点:城市广场,房产小区:住宅区:住宅小区,地名地址:行政地名,教育学校:中学,房产小区:住宅区:宿舍,房产小区:住宅区:住宅小区,机构团体:公检法机构"
"(9, 1)",旅游景点:国家级景点
"(10, 0)",房产小区:住宅区:住宅小区
"(11, 16)",房产小区:住宅区:住宅小区
"(17, 17)","购物:家具家居建材:五金用品,房产小区:住宅区:住宅小区,购物:家具家居建材:建材,购物:家具家居建材:建材,公司企业:其它公司企业,地名地址:行政地名,生活服务:其它生活服务,购物:家具家居建材:建材,购物:家具家居建材:建材,地名地址:行政地名,地名地址:行政地名,教育学校:小学,公司企业:公司企业,地名地址:行政地名,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,购物:家具家居建材:建材"
"(7, 20)","地名地址:行政地名,公司企业:公司企业,公司企业:公司企业,医疗保健:综合医院,购物:其它购物,旅游景点:公园,医疗保健:综合医院,娱乐休闲:其它娱乐休闲,美食:中餐厅:西北菜,房产小区:住宅区:住宅小区,医疗保健:诊所,美食:中餐厅:川菜,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,美食:中餐厅:川菜,教育学校:培训,教育学校:职业技术学校,教育学校:培训,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆"
"(12, 15)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:小吃快餐,房产小区:住宅区:住宅小区,银行金融:银行,银行金融:银行,房产小区:商务楼宇,地名地址:道路名,美食:中餐厅:西北菜,美食:清真,医疗保健:诊所,基础设施:交通设施:地铁站,房产小区:产业园区,房产小区:住宅区:住宅小区,购物:烟酒专卖,教育学校:中学,购物:烟酒专卖,房产小区:住宅区:住宅小区,购物:家具家居建材:厨房用品,公司企业:公司企业"
"(6, 27)","公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,汽车:加油站:中石化,旅游景点:公园,公司企业:公司企业,公司企业:公司企业"
"(7, 26)","房产小区:住宅区:住宅小区,房产小区:产业园区,旅游景点:公园,娱乐休闲:户外活动:垂钓园,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,生活服务:丧葬,地名地址:行政地名,基础设施:道路附属:服务区,教育学校:幼儿园,地名地址:道路名,基础设施:道路附属:路口,基础设施:道路附属:路口,生活服务:邮局速递:速递,公司企业:农林牧渔基地,汽车:停车场,运动健身:足球场"
"(4, 30)","机构团体:公检法机构,旅游景点:风景名胜,地名地址:行政地名,教育学校:中学,教育学校:小学,地名地址:行政地名,娱乐休闲:户外活动:垂钓园,生活服务:邮局速递:邮局,购物:家具家居建材:建材,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,机构团体:政府机关,生活服务:电力营业厅,医疗保健:卫生院,购物:眼镜店,公司企业:公司企业,公司企业:公司企业,教育学校:其它教育学校"
"(4, 31)",None
