index,POI
"(8, 16)",房产小区:住宅区:住宅小区
"(11, 16)",房产小区:住宅区:住宅小区
"(10, 16)",房产小区:住宅区:住宅小区
"(12, 26)","银行金融:银行,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,银行金融:银行,房产小区:住宅区:住宅小区,教育学校:职业技术学校,购物:综合商场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:加油站:中石油,教育学校:中学,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,娱乐休闲:茶馆"
"(11, 26)",None
"(12, 24)",None
"(13, 22)",教育学校:中学
"(11, 23)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,教育学校:大学,汽车:摩托车:销售,房产小区:住宅区:住宅小区,生活服务:邮局速递:速递,生活服务:邮局速递:速递,娱乐休闲:茶馆,运动健身:游泳馆,美食:中餐厅:其它中餐厅,文化场馆:图书馆,房产小区:住宅区:住宅小区,运动健身:篮球场,汽车:汽车养护,美食:火锅,购物:超市,地名地址:行政地名,美食:小吃快餐,购物:超市,酒店宾馆:酒店宾馆"
"(11, 25)",None
"(10, 25)",None
"(11, 17)",房产小区:住宅区:住宅小区
"(13, 19)","美食:中餐厅:川菜,美食:中餐厅:其它中餐厅,美食:烧烤,美食:烧烤,美食:中餐厅:川菜,美食:中餐厅:川菜,美食:中餐厅:川菜,公司企业:公司企业,酒店宾馆:其它酒店宾馆,美食:火锅,美食:中餐厅:川菜,美食:中餐厅:其它中餐厅,美食:东南亚菜:其它东南亚菜,旅游景点:风景名胜,旅游景点:国家级景点,娱乐休闲:其它娱乐休闲,美食:中餐厅:其它中餐厅,美食:中餐厅:川菜,美食:中餐厅:川菜,美食:自助餐"
"(8, 15)",房产小区:住宅区:住宅小区
"(9, 17)","旅游景点:公园,房产小区:商务楼宇,房产小区:产业园区,文化场馆:文化宫,房产小区:住宅区:住宅小区,生活服务:事务所,房产小区:住宅区:其它住宅区,房产小区:产业园区,房产小区:产业园区,房产小区:住宅区:其它住宅区,房产小区:商务楼宇,娱乐休闲:其它娱乐休闲,房产小区:商务楼宇,房产小区:产业园区,房产小区:住宅区:住宅小区,汽车:汽车维修,基础设施:交通设施:公交车站,美食:中餐厅:其它中餐厅,酒店宾馆:酒店宾馆,公司企业:公司企业"
"(9, 16)","旅游景点:公园,房产小区:商务楼宇,房产小区:产业园区,文化场馆:文化宫,房产小区:住宅区:住宅小区,生活服务:事务所,房产小区:住宅区:其它住宅区,房产小区:产业园区,房产小区:产业园区,房产小区:住宅区:其它住宅区,房产小区:商务楼宇,娱乐休闲:其它娱乐休闲,房产小区:商务楼宇,房产小区:产业园区,房产小区:住宅区:住宅小区,汽车:汽车维修,基础设施:交通设施:公交车站,美食:中餐厅:其它中餐厅,酒店宾馆:酒店宾馆,公司企业:公司企业"
"(9, 15)","美食:小吃快餐,汽车:汽车销售,美食:中餐厅:川菜,美食:火锅,美食:中餐厅:其它中餐厅,酒店宾馆:酒店宾馆,美食:火锅,美食:海鲜,美食:烧烤,美食:中餐厅:北京菜,房产小区:住宅区:住宅小区,娱乐休闲:茶馆,美食:火锅,美食:小吃快餐,地名地址:行政地名,教育学校:中学,美食:火锅,房产小区:住宅区:住宅小区,美食:中餐厅:川菜,美食:烧烤"
"(8, 14)",房产小区:住宅区:住宅小区
"(9, 14)",None
"(5, 14)","教育学校:职业技术学校,房产小区:住宅区:住宅小区,地名地址:行政地名,教育学校:小学,房产小区:住宅区:住宅小区,美食:小吃快餐,美食:中餐厅:其它中餐厅,教育学校:幼儿园,购物:农贸市场,娱乐休闲:茶馆,基础设施:交通设施:公交车站,美食:小吃快餐,旅游景点:其它旅游景点,地名地址:自然地名:山,地名地址:行政地名,医疗保健:药房药店,医疗保健:药房药店,地名地址:行政地名,机构团体:社会团体,机构团体:政府机关"
"(7, 15)","房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:房产小区附属,购物:便利店,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:邮局速递:速递,生活服务:宠物服务:宠物商店,运动健身:健身中心,房产小区:住宅区:住宅小区,医疗保健:诊所,地名地址:行政地名,购物:超市,公司企业:公司企业,地名地址:行政地名,运动健身:游泳馆"
"(13, 16)","机构团体:公检法机构,机构团体:政府机关,旅游景点:公园,房产小区:商务楼宇,房产小区:商务楼宇,酒店宾馆:星级酒店,房产小区:商务楼宇,银行金融:银行,房产小区:住宅区:住宅小区,房产小区:商务楼宇,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,公司企业:公司企业,银行金融:银行,房产小区:商务楼宇,机构团体:公检法机构,房产小区:商务楼宇,房产小区:住宅区:住宅小区,娱乐休闲:咖啡厅"
"(11, 15)","酒店宾馆:星级酒店,房产小区:商务楼宇,房产小区:商务楼宇,房产小区:商务楼宇,房产小区:产业园区,房产小区:商务楼宇,房产小区:商务楼宇,房产小区:商务楼宇,购物:数码家电,房产小区:商务楼宇,购物:其它购物,房产小区:商务楼宇,娱乐休闲:户外活动:水上活动中心,房产小区:商务楼宇,房产小区:商务楼宇,娱乐休闲:亲子,美食:小吃快餐,购物:综合商场:购物中心,房产小区:商务楼宇,美食:中餐厅:川菜"
"(4, 23)","地名地址:行政地名,地名地址:行政地名,基础设施:交通设施:公交车站,基础设施:交通设施:公交车站,基础设施:道路附属:路口,美食:中餐厅:其它中餐厅,基础设施:道路附属:路口"
"(5, 26)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,娱乐休闲:其它娱乐休闲,美食:烧烤,房产小区:住宅区:别墅"
"(5, 24)",None
"(5, 25)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,美食:其它美食,地名地址:行政地名"
"(5, 27)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,娱乐休闲:其它娱乐休闲,美食:烧烤,房产小区:住宅区:别墅"
"(6, 27)",None
"(5, 23)",None
"(6, 26)",None
"(4, 15)",None
"(4, 14)",None
"(1, 14)",None
"(2, 15)",None
"(0, 23)",None
"(1, 23)",None
"(2, 23)",None
"(2, 24)",None
"(3, 23)",None
"(1, 24)",None
"(3, 22)",None
"(2, 25)",None
"(3, 24)",None
"(2, 26)",None
"(0, 26)",None
"(1, 27)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(1, 28)",None
"(1, 25)","娱乐休闲:其它娱乐休闲,机构团体:政府机关,娱乐休闲:户外活动:露营地,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,房产小区:住宅区:住宅小区,地名地址:行政地名,旅游景点:景点公园附属,公司企业:公司企业,公司企业:公司企业,机构团体:政府机关"
"(4, 25)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,酒店宾馆:其它酒店宾馆,旅游景点:其它旅游景点,酒店宾馆:其它酒店宾馆"
"(4, 26)","基础设施:交通设施:公交车站,地名地址:行政地名,地名地址:行政地名,娱乐休闲:户外活动:游乐场,美食:中餐厅:其它中餐厅,地名地址:行政地名,房产小区:住宅区:住宅小区,娱乐休闲:其它娱乐休闲,地名地址:行政地名,地名地址:行政地名,娱乐休闲:其它娱乐休闲,旅游景点:风景名胜,娱乐休闲:户外活动:采摘园,娱乐休闲:其它娱乐休闲,地名地址:行政地名,酒店宾馆:农家院,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名"
"(4, 24)","地名地址:行政地名,房产小区:房产小区附属,地名地址:行政地名,机构团体:政府机关,娱乐休闲:酒吧,地名地址:行政地名,地名地址:行政地名,基础设施:交通设施:公交线路,生活服务:其它生活服务,地名地址:门牌信息,基础设施:道路附属:路口,旅游景点:风景名胜,娱乐休闲:其它娱乐休闲,酒店宾馆:其它酒店宾馆,机构团体:政府机关,机构团体:政府机关,机构团体:政府机关"
"(8, 28)","基础设施:交通设施:公交车站,地名地址:行政地名,地名地址:行政地名,购物:烟酒专卖,生活服务:其它生活服务,地名地址:行政地名,地名地址:行政地名"
"(7, 27)","娱乐休闲:其它娱乐休闲,娱乐休闲:其它娱乐休闲,酒店宾馆:农家院,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,娱乐休闲:其它娱乐休闲"
"(13, 20)","运动健身:综合体育场馆,医疗保健:综合医院,美食:小吃快餐,运动健身:篮球场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆附属,房产小区:住宅区:住宅小区,旅游景点:风景名胜,美食:火锅,房产小区:住宅区:住宅小区,美食:中餐厅:酒楼,娱乐休闲:咖啡厅,房产小区:住宅区:住宅小区,房产小区:房产小区附属,娱乐休闲:其它娱乐休闲,房产小区:住宅区:住宅小区"
"(13, 21)","运动健身:综合体育场馆,医疗保健:综合医院,美食:小吃快餐,运动健身:篮球场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆附属,房产小区:住宅区:住宅小区,旅游景点:风景名胜,美食:火锅,房产小区:住宅区:住宅小区,美食:中餐厅:酒楼,娱乐休闲:咖啡厅,房产小区:住宅区:住宅小区,房产小区:房产小区附属,娱乐休闲:其它娱乐休闲,房产小区:住宅区:住宅小区"
"(12, 20)","运动健身:综合体育场馆,医疗保健:综合医院,美食:小吃快餐,运动健身:篮球场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,基础设施:道路附属:路口,酒店宾馆:酒店宾馆,酒店宾馆:酒店宾馆附属,房产小区:住宅区:住宅小区,旅游景点:风景名胜,美食:火锅,房产小区:住宅区:住宅小区,美食:中餐厅:酒楼,娱乐休闲:咖啡厅,房产小区:住宅区:住宅小区,房产小区:房产小区附属,娱乐休闲:其它娱乐休闲,房产小区:住宅区:住宅小区"
"(11, 20)","购物:便利店,旅游景点:风景名胜,旅游景点:公园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:家常菜,地名地址:行政地名,机构团体:政府机关,旅游景点:风景名胜,房产小区:其它房产小区,汽车:汽车租赁,地名地址:行政地名,机构团体:政府机关,旅游景点:其它旅游景点,美食:中餐厅:其它中餐厅,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,文化场馆:美术馆,旅游景点:城市广场"
"(11, 21)","购物:便利店,旅游景点:风景名胜,旅游景点:公园,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:家常菜,地名地址:行政地名,机构团体:政府机关,旅游景点:风景名胜,房产小区:其它房产小区,汽车:汽车租赁,地名地址:行政地名,机构团体:政府机关,旅游景点:其它旅游景点,美食:中餐厅:其它中餐厅,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,文化场馆:美术馆,旅游景点:城市广场"
"(13, 13)","汽车:汽车销售,汽车:汽车销售,汽车:汽车维修,汽车:汽车销售,汽车:汽车销售,房产小区:产业园区,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,房产小区:商务楼宇,汽车:汽车销售,生活服务:装修"
"(13, 14)","汽车:汽车销售,汽车:汽车销售,汽车:汽车维修,汽车:汽车销售,汽车:汽车销售,房产小区:产业园区,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,房产小区:商务楼宇,汽车:汽车销售,生活服务:装修"
"(14, 14)","酒店宾馆:经济型酒店,汽车:汽车销售,美食:小吃快餐,汽车:汽车销售,房产小区:产业园区,银行金融:保险公司,娱乐休闲:茶馆,汽车:汽车销售,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:其它汽车,汽车:汽车销售,房产小区:住宅区:住宅小区,汽车:汽车销售,房产小区:住宅区:住宅小区,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售,汽车:汽车销售"
"(12, 27)","银行金融:银行,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,银行金融:银行,房产小区:住宅区:住宅小区,教育学校:职业技术学校,购物:综合商场,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:加油站:中石油,教育学校:中学,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,娱乐休闲:茶馆"
"(11, 24)","购物:家具家居建材:建材,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:加油站:加气站,房产小区:住宅区:住宅小区,基础设施:交通设施:公交车站,地名地址:行政地名,公司企业:公司企业,房产小区:产业园区,地名地址:行政地名,地名地址:道路名,公司企业:公司企业,基础设施:交通设施:公交车站,汽车:汽车配件销售,地名地址:道路名,公司企业:公司企业,地名地址:行政地名,酒店宾馆:酒店宾馆,生活服务:家政:家电维修,机构团体:政府机关"
"(12, 25)","购物:家具家居建材:建材,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,汽车:加油站:加气站,房产小区:住宅区:住宅小区,基础设施:交通设施:公交车站,地名地址:行政地名,公司企业:公司企业,房产小区:产业园区,地名地址:行政地名,地名地址:道路名,公司企业:公司企业,基础设施:交通设施:公交车站,汽车:汽车配件销售,地名地址:道路名,公司企业:公司企业,地名地址:行政地名,酒店宾馆:酒店宾馆,生活服务:家政:家电维修,机构团体:政府机关"
"(9, 18)",房产小区:产业园区
"(10, 18)",None
"(10, 17)",None
"(14, 19)","房产小区:产业园区,房产小区:住宅区:住宅小区,医疗保健:综合医院,公司企业:公司企业,房产小区:住宅区:住宅小区,购物:超市,教育学校:小学,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:小吃快餐,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:特色中餐,地名地址:道路名,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,娱乐休闲:茶馆,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆"
"(13, 17)","机构团体:公检法机构,机构团体:政府机关,旅游景点:公园,房产小区:商务楼宇,房产小区:商务楼宇,酒店宾馆:星级酒店,房产小区:商务楼宇,银行金融:银行,房产小区:住宅区:住宅小区,房产小区:商务楼宇,房产小区:商务楼宇,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,公司企业:公司企业,银行金融:银行,房产小区:商务楼宇,机构团体:公检法机构,房产小区:商务楼宇,房产小区:住宅区:住宅小区,娱乐休闲:咖啡厅"
"(12, 22)","娱乐休闲:茶馆,房产小区:住宅区:住宅小区,娱乐休闲:茶馆,美食:家常菜,购物:花鸟鱼虫,美食:中餐厅:其它中餐厅,购物:烟酒专卖,房产小区:住宅区:住宅小区,购物:农贸市场,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,文化场馆:其它文化场馆,购物:商业步行街,地名地址:行政地名,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,美食:面包甜点,购物:超市"
"(11, 22)","房产小区:住宅区:住宅小区,购物:超市,美食:小吃快餐,房产小区:住宅区:住宅小区,娱乐休闲:茶馆,汽车:汽车维修,房产小区:住宅区:住宅小区,酒店宾馆:经济型酒店,购物:其它购物,房产小区:住宅区:住宅小区,美食:烧烤,酒店宾馆:酒店宾馆,美食:烧烤,美食:中餐厅:川菜,房产小区:商务楼宇,医疗保健:药房药店,房产小区:住宅区:住宅小区,运动健身:瑜伽,房产小区:产业园区,银行金融:银行"
"(12, 23)",None
"(13, 23)",教育学校:中学
"(6, 14)","运动健身:游泳馆,购物:体育户外,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:道路名,汽车:汽车俱乐部,生活服务:装修,汽车:停车场,机构团体:政府机关"
"(6, 15)","教育学校:小学,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,基础设施:交通设施:公交车站,基础设施:道路附属:路口,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,教育学校:幼儿园,教育学校:幼儿园,地名地址:行政地名,房产小区:房产小区附属,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,生活服务:美容美发:美发,生活服务:美容美发:其它美容美发,娱乐休闲:茶馆"
"(7, 14)",旅游景点:风景名胜
"(7, 13)",旅游景点:风景名胜
"(6, 13)",旅游景点:风景名胜
"(7, 11)",公司企业:公司企业
"(2, 21)","教育学校:幼儿园,教育学校:小学,购物:农贸市场,美食:中餐厅:其它中餐厅,汽车:汽车维修,文化场馆:文化宫,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,机构团体:公检法机构,基础设施:交通设施:公交车站,娱乐休闲:酒吧,医疗保健:卫生院,购物:超市,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,教育学校:培训:升学辅导,地名地址:行政地名,地名地址:行政地名,医疗保健:药房药店,公司企业:农林牧渔基地"
"(2, 20)",娱乐休闲:户外活动:游乐场
"(3, 19)",None
"(4, 22)",None
"(5, 22)",None
"(7, 21)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,生活服务:宠物服务:宠物商店,地名地址:行政地名,娱乐休闲:户外活动:垂钓园,娱乐休闲:户外活动:采摘园,地名地址:行政地名,公司企业:农林牧渔基地,地名地址:行政地名"
"(9, 20)","美食:农家菜,娱乐休闲:户外活动:采摘园,美食:中餐厅:其它中餐厅,地名地址:行政地名,房产小区:产业园区,娱乐休闲:户外活动:垂钓园,基础设施:交通设施:公交车站,生活服务:宠物服务:其它宠物服务,基础设施:交通设施:公交车站,教育学校:培训,公司企业:农林牧渔基地,基础设施:道路附属:路口,基础设施:道路附属:路口,基础设施:道路附属:路口,基础设施:道路附属:路口,娱乐休闲:其它娱乐休闲"
"(7, 18)",None
"(13, 18)","机构团体:政府机关,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,地名地址:行政地名,房产小区:住宅区:住宅小区,购物:综合商场:购物中心,基础设施:道路附属:路口,娱乐休闲:网吧,医疗保健:诊所,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:火锅,地名地址:行政地名,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,银行金融:银行,教育学校:小学,房产小区:住宅区:住宅小区"
"(7, 20)",房产小区:住宅区:住宅小区
"(7, 19)",房产小区:住宅区:住宅小区
"(8, 19)","房产小区:住宅区:住宅小区,娱乐休闲:户外活动:垂钓园,医疗保健:卫生院,教育学校:中学,旅游景点:寺庙道观,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:道路名,地名地址:行政地名,地名地址:行政地名,教育学校:中学,房产小区:住宅区:住宅小区,地名地址:行政地名,地名地址:道路名,教育学校:中学,基础设施:道路附属:路口,教育学校:中学,娱乐休闲:其它娱乐休闲"
"(8, 23)",None
"(6, 20)",房产小区:住宅区:住宅小区
"(6, 24)","地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,购物:家具家居建材:厨房用品,地名地址:行政地名,教育学校:幼儿园,购物:其它购物,地名地址:行政地名,基础设施:交通设施:公交车站,地名地址:行政地名,娱乐休闲:其它娱乐休闲,地名地址:行政地名,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名"
"(6, 23)","酒店宾馆:酒店宾馆,娱乐休闲:户外活动:采摘园,地名地址:行政地名,娱乐休闲:户外活动:采摘园,基础设施:道路附属:桥,娱乐休闲:户外活动:垂钓园,娱乐休闲:户外活动:采摘园,娱乐休闲:其它娱乐休闲,地名地址:行政地名,地名地址:行政地名"
"(6, 21)",None
"(7, 25)","教育学校:小学,地名地址:行政地名,旅游景点:植物园,娱乐休闲:其它娱乐休闲,机构团体:政府机关,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,公司企业:公司企业,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,公司企业:企业/工厂,美食:中餐厅:其它中餐厅,酒店宾馆:农家院,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,教育学校:幼儿园"
"(8, 25)",None
"(9, 23)",None
"(8, 24)",None
"(10, 23)",None
"(10, 24)",None
"(10, 22)",None
"(9, 24)",None
"(10, 21)","公司企业:公司企业,生活服务:邮局速递:物流公司,汽车:其它汽车,购物:旧货市场,公司企业:公司企业,购物:小商品市场,地名地址:行政地名,公司企业:其它公司企业,生活服务:邮局速递:物流公司,美食:中餐厅:其它中餐厅,汽车:汽车维修,美食:家常菜,生活服务:邮局速递:物流公司,汽车:汽车救援,生活服务:邮局速递:物流公司,购物:家具家居建材:家具家居,生活服务:邮局速递:物流公司,地名地址:行政地名,公司企业:公司企业,购物:旧货市场"
"(9, 22)",生活服务:邮局速递:物流仓储场地
"(10, 26)","公司企业:公司企业,公司企业:公司企业,美食:中餐厅:川菜,公司企业:公司企业,房产小区:产业园区,汽车:汽车销售,地名地址:道路名,房产小区:产业园区,公司企业:公司企业,公司企业:公司企业,机构团体:社会团体,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业,公司企业:公司企业"
"(11, 27)","房产小区:住宅区:住宅小区,教育学校:其它教育学校,教育学校:职业技术学校,娱乐休闲:KTV,房产小区:住宅区:住宅小区,机构团体:公检法机构,房产小区:住宅区:住宅小区,酒店宾馆:酒店宾馆,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,房产小区:住宅区:住宅小区,教育学校:幼儿园,房产小区:住宅区:住宅小区,美食:中餐厅:其它中餐厅,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,美食:火锅,美食:火锅,酒店宾馆:酒店宾馆"
"(10, 27)",房产小区:住宅区:住宅小区
"(9, 27)",旅游景点:风景名胜
"(9, 28)","美食:中餐厅:川菜,地名地址:行政地名,基础设施:交通设施:公交车站,购物:便利店,基础设施:交通设施:公交车站,地名地址:行政地名,旅游景点:风景名胜,地名地址:行政地名,地名地址:道路名,基础设施:道路附属:桥,购物:便利店"
"(13, 26)","美食:海鲜,基础设施:公共设施:公共厕所,旅游景点:其它旅游景点,美食:中餐厅:其它中餐厅,地名地址:行政地名,旅游景点:公园,旅游景点:公园,旅游景点:其它旅游景点,地名地址:行政地名,教育学校:小学,运动健身:网球场,地名地址:自然地名:河流,旅游景点:风景名胜,房产小区:住宅区:住宅小区,旅游景点:其它旅游景点,旅游景点:其它旅游景点,旅游景点:其它旅游景点,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,娱乐休闲:其它娱乐休闲"
"(9, 25)","室内及附属设施:通行设施类:门/出入口,购物:农贸市场,房产小区:住宅区:住宅小区,生活服务:美容美发:美发,教育学校:职业技术学校,教育学校:中学,购物:农贸市场,酒店宾馆:其它酒店宾馆,医疗保健:医疗保健附属,美食:火锅,酒店宾馆:酒店宾馆,娱乐休闲:网吧,购物:农贸市场,美食:中餐厅:川菜,美食:中餐厅:川菜,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,房产小区:住宅区:住宅小区,运动健身:台球馆,购物:超市"
"(8, 26)","房产小区:住宅区:住宅小区,地名地址:行政地名,文化场馆:文化宫,地名地址:行政地名,地名地址:行政地名,地名地址:行政地名,基础设施:道路附属:路口,房产小区:产业园区"
"(9, 26)","娱乐休闲:户外活动:垂钓园,娱乐休闲:户外活动:采摘园,地名地址:行政地名,地名地址:行政地名,旅游景点:城市广场,娱乐休闲:户外活动:采摘园,地名地址:行政地名,地名地址:行政地名,娱乐休闲:户外活动:采摘园,购物:农贸市场,娱乐休闲:户外活动:露营地,娱乐休闲:户外活动:采摘园"
"(11, 28)",娱乐休闲:其它娱乐休闲
"(12, 28)",None
